"Week","date2014","date2015","date2016","date2017","date2018","date2019","basis2019","basis2018","basis2017","basis2016","basis2015","basis2014","City","Company"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.695,-0.6625,-0.8475,-0.3475,NA,NA,"ALBANY MO","GFG AG SERVICES"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.695,-0.6625,-0.8425,-0.394,NA,NA,"ALBANY MO","GFG AG SERVICES"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.645,-0.66,-0.8475,-0.3975,NA,NA,"ALBANY MO","GFG AG SERVICES"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.73,-0.7625,-0.9475,-0.395,NA,NA,"ALBANY MO","GFG AG SERVICES"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.67,-0.7625,-0.8975,-0.4463,NA,NA,"ALBANY MO","GFG AG SERVICES"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.665,-0.7675,-0.9,-0.45,NA,NA,"ALBANY MO","GFG AG SERVICES"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.665,-0.78,-0.7988,-0.4475,NA,NA,"ALBANY MO","GFG AG SERVICES"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.7475,-0.6925,-0.7125,-0.4575,NA,NA,"ALBANY MO","GFG AG SERVICES"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.7,-0.6975,-0.6975,-0.6,NA,NA,"ALBANY MO","GFG AG SERVICES"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.7,-0.6475,-0.6725,-0.65,NA,NA,"ALBANY MO","GFG AG SERVICES"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.7025,-0.645,-0.6775,-0.6425,NA,NA,"ALBANY MO","GFG AG SERVICES"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.8175,-0.8,-0.6925,-0.6425,NA,NA,"ALBANY MO","GFG AG SERVICES"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.6475,-0.6975,-0.6425,-0.645,NA,NA,"ALBANY MO","GFG AG SERVICES"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.645,-0.5975,-0.636,-0.5975,NA,NA,"ALBANY MO","GFG AG SERVICES"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.6975,-0.5213,-0.5963,-0.6475,NA,NA,"ALBANY MO","GFG AG SERVICES"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.7475,-0.4925,-0.5775,-0.63,NA,NA,"ALBANY MO","GFG AG SERVICES"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-0.75,-0.5,-0.5475,-0.545,NA,NA,"ALBANY MO","GFG AG SERVICES"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-0.7925,-0.495,-0.5475,-0.495,NA,NA,"ALBANY MO","GFG AG SERVICES"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-0.7925,-0.445,-0.53,-0.4975,NA,NA,"ALBANY MO","GFG AG SERVICES"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-0.8275,-0.4925,NA,-0.4125,NA,NA,"ALBANY MO","GFG AG SERVICES"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-0.795,-0.5,-0.5975,-0.4375,NA,NA,"ALBANY MO","GFG AG SERVICES"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.695,-0.4425,-0.5975,-0.425,NA,NA,"ALBANY MO","GFG AG SERVICES"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-0.7,-0.4475,-0.5975,-0.365,NA,NA,"ALBANY MO","GFG AG SERVICES"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-0.67,-0.645,-0.68,-0.395,NA,NA,"ALBANY MO","GFG AG SERVICES"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.675,-0.5875,-0.62,-0.4088,NA,NA,"ALBANY MO","GFG AG SERVICES"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.675,-0.635,-0.6375,-0.185,NA,NA,"ALBANY MO","GFG AG SERVICES"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.6675,-0.6675,-0.58,-0.2475,NA,NA,"ALBANY MO","GFG AG SERVICES"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.795,-0.85,-0.7,-0.245,NA,NA,"ALBANY MO","GFG AG SERVICES"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.815,-0.85,-0.695,-0.545,NA,NA,"ALBANY MO","GFG AG SERVICES"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.7975,-0.8,-0.7,-0.6475,NA,NA,"ALBANY MO","GFG AG SERVICES"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,-0.8425,-0.85,-0.795,-0.635,NA,NA,"ALBANY MO","GFG AG SERVICES"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,-0.8475,-0.795,-0.7925,-0.695,NA,NA,"ALBANY MO","GFG AG SERVICES"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,-0.8475,-0.7925,-0.8025,-0.75,NA,NA,"ALBANY MO","GFG AG SERVICES"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,-0.8,-0.7475,-0.7725,-0.845,NA,NA,"ALBANY MO","GFG AG SERVICES"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,-0.7975,-0.7925,-0.745,-0.95,NA,NA,"ALBANY MO","GFG AG SERVICES"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-0.895,-0.8725,-0.9475,NA,NA,"ALBANY MO","GFG AG SERVICES"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-0.645,-0.875,-0.9425,NA,NA,"ALBANY MO","GFG AG SERVICES"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,NA,-0.8525,-0.82,NA,NA,"ALBANY MO","GFG AG SERVICES"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-0.645,-0.7638,-0.82,NA,NA,"ALBANY MO","GFG AG SERVICES"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-0.645,-0.6975,-0.8175,NA,NA,"ALBANY MO","GFG AG SERVICES"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-0.7,-0.6925,-0.8175,NA,NA,"ALBANY MO","GFG AG SERVICES"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-0.7,-0.7,NA,NA,NA,"ALBANY MO","GFG AG SERVICES"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-0.7,-0.695,NA,NA,NA,"ALBANY MO","GFG AG SERVICES"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.75,NA,-0.6025,-0.1975,-0.3525,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.7,NA,-0.595,-0.2,-0.4025,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-0.695,NA,-0.6525,-0.2,-0.325,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.7,NA,-0.655,-0.15,-0.3525,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.6975,NA,-0.6475,-0.1475,-0.36,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.705,NA,-0.6475,-0.15,-0.2475,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.695,NA,-0.6225,-0.205,-0.1475,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.655,NA,-0.6175,-0.2075,-0.1475,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.7,NA,-0.6475,-0.264,-0.2125,-0.0025,"ALMA MO","RIVER VALLEY AGRI SERVICE"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.7,NA,-0.6475,-0.2675,-0.2175,0.0525,"ALMA MO","RIVER VALLEY AGRI SERVICE"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.695,NA,-0.65,-0.265,-0.22,0.0475,"ALMA MO","RIVER VALLEY AGRI SERVICE"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.655,NA,-0.6238,-0.3013,-0.1975,0.05,"ALMA MO","RIVER VALLEY AGRI SERVICE"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.6475,NA,-0.5525,-0.3,-0.1475,-0.055,"ALMA MO","RIVER VALLEY AGRI SERVICE"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.65,NA,-0.5475,-0.3475,-0.155,-0.075,"ALMA MO","RIVER VALLEY AGRI SERVICE"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.65,NA,-0.5525,-0.2575,-0.15,-0.12,"ALMA MO","RIVER VALLEY AGRI SERVICE"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.6525,NA,-0.4475,-0.4,-0.13,-0.1375,"ALMA MO","RIVER VALLEY AGRI SERVICE"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.7675,NA,-0.5525,-0.45,-0.175,0.5625,"ALMA MO","RIVER VALLEY AGRI SERVICE"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.7475,NA,-0.5525,-0.5025,-0.1725,0.335,"ALMA MO","RIVER VALLEY AGRI SERVICE"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.745,NA,-0.496,-0.4525,-0.1725,0.3975,"ALMA MO","RIVER VALLEY AGRI SERVICE"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.7275,NA,-0.4013,-0.395,-0.15,0.41,"ALMA MO","RIVER VALLEY AGRI SERVICE"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.6975,NA,-0.3475,-0.3975,-0.0425,1.005,"ALMA MO","RIVER VALLEY AGRI SERVICE"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-0.65,NA,-0.2975,-0.4975,-0.055,1.065,"ALMA MO","RIVER VALLEY AGRI SERVICE"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-0.6525,NA,-0.2975,-0.5,-0.05,0.8525,"ALMA MO","RIVER VALLEY AGRI SERVICE"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-0.6525,NA,-0.3,-0.41,-0.0975,1.6525,"ALMA MO","RIVER VALLEY AGRI SERVICE"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-0.6975,NA,-0.3475,-0.385,-0.1475,1.92,"ALMA MO","RIVER VALLEY AGRI SERVICE"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-0.695,NA,-0.3475,-0.2775,0.0725,1.4225,"ALMA MO","RIVER VALLEY AGRI SERVICE"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.605,NA,-0.3475,-0.2125,-0.1025,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-0.6,NA,-0.4475,-0.2375,0.0013,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-0.57,NA,-0.48,-0.275,0.0825,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.575,NA,-0.48,-0.245,0.165,-0.72,"ALMA MO","RIVER VALLEY AGRI SERVICE"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.575,NA,-0.4675,-0.145,0.095,-0.675,"ALMA MO","RIVER VALLEY AGRI SERVICE"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.5675,NA,-0.31,-0.2575,-0.05,-0.6788,"ALMA MO","RIVER VALLEY AGRI SERVICE"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.695,NA,-0.5,-0.045,-0.2,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.705,NA,NA,-0.0975,-0.2025,-0.5775,"ALMA MO","RIVER VALLEY AGRI SERVICE"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.6975,NA,NA,-0.295,-0.2625,-0.4975,"ALMA MO","RIVER VALLEY AGRI SERVICE"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,NA,NA,NA,NA,-0.3975,-0.4,"ALMA MO","RIVER VALLEY AGRI SERVICE"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,-0.6975,NA,NA,-0.6975,-0.5,-0.3925,"ALMA MO","RIVER VALLEY AGRI SERVICE"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,-0.6975,NA,NA,-0.695,-0.445,-0.38,"ALMA MO","RIVER VALLEY AGRI SERVICE"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,-0.6,NA,NA,-0.695,-0.45,-0.38,"ALMA MO","RIVER VALLEY AGRI SERVICE"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,-0.5975,NA,NA,-0.7,-0.405,-0.41,"ALMA MO","RIVER VALLEY AGRI SERVICE"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,NA,NA,-0.795,-0.32,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,NA,NA,-0.8,-0.2475,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,NA,NA,-0.6975,-0.2475,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,NA,NA,-0.6775,-0.2025,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,NA,NA,-0.6,-0.2025,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,NA,NA,-0.6,-0.2275,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,NA,NA,-0.5975,-0.195,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,NA,NA,-0.5975,-0.2263,NA,"ALMA MO","RIVER VALLEY AGRI SERVICE"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.7,-0.3075,-0.4425,NA,NA,NA,"BARING MO","NEMO FEED LLC"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.61,-0.36,-0.445,NA,NA,NA,"BARING MO","NEMO FEED LLC"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-0.775,-0.3775,-0.4525,NA,NA,NA,"BARING MO","NEMO FEED LLC"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.71,-0.455,-0.565,NA,NA,NA,"BARING MO","NEMO FEED LLC"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.6175,-0.44,-0.5275,NA,NA,NA,"BARING MO","NEMO FEED LLC"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.565,-0.4725,-0.4475,NA,NA,NA,"BARING MO","NEMO FEED LLC"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.595,-0.5125,-0.4525,NA,NA,NA,"BARING MO","NEMO FEED LLC"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.565,-0.5,-0.4475,NA,NA,NA,"BARING MO","NEMO FEED LLC"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.66,-0.6125,-0.5375,NA,NA,NA,"BARING MO","NEMO FEED LLC"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.6,-0.6525,-0.4975,NA,NA,NA,"BARING MO","NEMO FEED LLC"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.495,-0.6475,-0.5,NA,NA,NA,"BARING MO","NEMO FEED LLC"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.545,-0.7,-0.4688,NA,NA,NA,"BARING MO","NEMO FEED LLC"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.5475,-0.5425,-0.4425,NA,NA,NA,"BARING MO","NEMO FEED LLC"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.55,-0.3975,-0.3975,NA,NA,NA,"BARING MO","NEMO FEED LLC"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.6,-0.4975,-0.3525,NA,NA,NA,"BARING MO","NEMO FEED LLC"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.5725,-0.455,-0.2975,NA,NA,NA,"BARING MO","NEMO FEED LLC"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.5975,-0.46,-0.3825,-0.155,NA,NA,"BARING MO","NEMO FEED LLC"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.5675,-0.4375,-0.3825,-0.1575,NA,NA,"BARING MO","NEMO FEED LLC"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.605,-0.4475,-0.376,-0.155,NA,NA,"BARING MO","NEMO FEED LLC"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.6325,-0.4563,-0.3213,-0.465,NA,NA,"BARING MO","NEMO FEED LLC"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.6075,-0.4925,-0.3175,-0.5075,NA,NA,"BARING MO","NEMO FEED LLC"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-0.57,-0.5,-0.3175,-0.435,NA,NA,"BARING MO","NEMO FEED LLC"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-0.5225,-0.415,-0.3175,-0.505,NA,NA,"BARING MO","NEMO FEED LLC"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-0.5125,-0.375,-0.32,-0.85,NA,NA,"BARING MO","NEMO FEED LLC"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-0.5275,-0.3625,-0.3975,-0.825,NA,NA,"BARING MO","NEMO FEED LLC"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-0.425,-0.35,-0.3775,-0.63,NA,NA,"BARING MO","NEMO FEED LLC"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.385,-0.4425,NA,-0.4775,NA,NA,"BARING MO","NEMO FEED LLC"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-0.5,-0.5075,NA,-0.5425,NA,NA,"BARING MO","NEMO FEED LLC"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-0.64,-0.615,-0.41,-0.46,NA,NA,"BARING MO","NEMO FEED LLC"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.645,-0.6075,NA,-0.46,NA,NA,"BARING MO","NEMO FEED LLC"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.475,-0.645,-0.2475,-0.3975,NA,NA,"BARING MO","NEMO FEED LLC"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.5775,-0.7075,-0.22,-0.3975,NA,NA,"BARING MO","NEMO FEED LLC"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.725,-0.9,-0.5,NA,NA,NA,"BARING MO","NEMO FEED LLC"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.785,-0.95,-0.495,NA,NA,NA,"BARING MO","NEMO FEED LLC"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.7475,-0.95,-0.6,NA,NA,NA,"BARING MO","NEMO FEED LLC"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,-0.7825,-0.85,-0.595,NA,NA,NA,"BARING MO","NEMO FEED LLC"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,-0.6475,-0.815,-0.7025,NA,NA,NA,"BARING MO","NEMO FEED LLC"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,-0.5375,-0.6425,-0.5425,NA,NA,NA,"BARING MO","NEMO FEED LLC"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,-0.46,-0.7075,-0.5225,NA,NA,NA,"BARING MO","NEMO FEED LLC"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,-0.4475,-0.7063,-0.665,NA,NA,NA,"BARING MO","NEMO FEED LLC"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-0.675,-0.7625,NA,NA,NA,"BARING MO","NEMO FEED LLC"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-0.515,-0.645,NA,NA,NA,"BARING MO","NEMO FEED LLC"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,-0.55,-0.4725,NA,NA,NA,"BARING MO","NEMO FEED LLC"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-0.595,-0.4188,NA,NA,NA,"BARING MO","NEMO FEED LLC"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-0.715,-0.4775,NA,NA,NA,"BARING MO","NEMO FEED LLC"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-0.77,-0.4525,NA,NA,NA,"BARING MO","NEMO FEED LLC"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-0.64,-0.43,NA,NA,NA,"BARING MO","NEMO FEED LLC"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-0.6,-0.355,NA,NA,NA,"BARING MO","NEMO FEED LLC"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.83,-0.7175,-0.8025,-0.3575,-0.6025,-0.38,"BETHANY   MO","GANGES FEED AND GRAIN"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.8,-0.75,-0.805,-0.35,-0.6025,-0.3425,"BETHANY   MO","GANGES FEED AND GRAIN"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-0.805,-0.7575,-0.8525,-0.35,-0.605,-0.38,"BETHANY   MO","GANGES FEED AND GRAIN"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.8,-0.69,-0.855,-0.35,-0.5825,-0.38,"BETHANY   MO","GANGES FEED AND GRAIN"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.7575,-0.67,NA,-0.3575,-0.58,-0.2425,"BETHANY   MO","GANGES FEED AND GRAIN"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.705,-0.6725,-0.8575,-0.35,-0.5575,NA,"BETHANY   MO","GANGES FEED AND GRAIN"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.705,-0.6725,-0.8525,-0.355,-0.5075,-0.4025,"BETHANY   MO","GANGES FEED AND GRAIN"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.655,-0.67,-0.8575,-0.3575,-0.4075,-0.3925,"BETHANY   MO","GANGES FEED AND GRAIN"
